Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_Yes,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_Yes,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Public,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_Yes,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Male
22,88,9,58,3,2,68,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
20,84,7,71,5,2,68,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
17,73,6,97,1,3,67,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
17,82,7,65,1,5,68,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1
22,89,9,78,0,3,68,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
11,62,7,76,3,3,88,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1
25,60,8,67,1,2,66,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
18,78,7,85,3,2,67,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1
13,65,7,75,2,4,63,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
17,87,7,79,3,4,68,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0
28,69,6,61,2,1,65,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1
17,77,7,96,1,3,67,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1
22,68,8,56,3,1,67,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1
16,82,7,85,1,4,67,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1
25,65,7,94,1,3,64,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
24,61,8,54,1,2,61,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1
31,62,7,51,2,1,65,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
19,98,7,67,1,4,70,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
24,66,8,89,0,2,67,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1
21,88,7,86,1,2,68,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1
28,63,7,91,1,1,65,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1
16,64,8,70,3,3,63,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24,80,7,100,1,3,72,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1
19,79,7,68,2,1,68,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
20,98,7,90,2,4,73,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1
21,98,7,68,0,3,71,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0
22,91,5,61,3,2,70,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1
19,84,7,67,0,3,68,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
21,78,10,60,3,5,68,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1
29,74,6,56,2,3,68,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0
26,98,6,68,1,1,71,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1
25,84,10,57,4,2,70,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1
17,83,6,75,2,3,67,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1
15,69,9,52,0,3,61,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
26,62,7,72,1,3,64,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0
25,98,7,98,1,4,72,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1
29,73,7,68,1,4,67,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1
16,78,8,57,1,3,65,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
19,65,5,65,1,6,64,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
10,93,7,90,0,2,66,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0
18,61,6,66,1,2,62,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0
26,93,4,69,2,3,70,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1
17,66,9,89,1,4,64,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
24,95,4,63,3,3,70,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0
19,89,10,74,1,2,66,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0
22,67,8,53,0,3,62,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
13,83,5,59,4,2,63,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0
21,73,9,60,2,3,66,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1
2,67,6,73,1,2,58,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
19,94,6,91,1,3,70,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1
10,76,4,68,1,6,63,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
27,76,6,69,0,1,70,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1
25,67,6,65,1,3,65,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1
23,75,8,66,5,3,67,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1
29,95,9,70,1,2,73,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
14,75,5,95,0,3,82,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
30,98,7,51,0,2,71,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1
26,98,4,81,1,4,73,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1
19,66,7,94,1,4,65,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0
27,67,10,71,1,3,67,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0
13,95,4,83,1,4,67,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
15,76,5,79,4,4,69,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0
16,60,8,67,0,3,61,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1
17,71,8,57,3,4,64,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
14,84,6,61,1,2,64,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
27,92,9,53,2,2,68,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
18,65,6,88,1,1,62,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1
22,64,10,77,5,3,66,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1
17,97,8,89,1,4,70,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1
9,90,9,65,3,3,67,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0
22,84,8,90,2,2,70,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
9,91,8,65,0,4,65,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
20,77,8,56,1,4,65,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1
12,90,9,77,3,3,70,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1
32,75,7,97,1,3,72,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
25,70,6,71,0,2,65,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0
21,89,7,76,1,2,71,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1
28,77,6,73,3,3,71,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
15,99,6,73,1,5,72,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
23,74,9,61,0,4,64,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1
21,97,8,71,2,1,72,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
22,97,8,75,1,4,71,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1
28,70,9,87,0,3,66,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1
24,92,8,57,3,3,71,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
22,77,10,79,2,2,67,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1
10,97,4,83,1,2,69,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1
14,78,6,69,0,5,67,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
19,90,6,77,0,4,71,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1
21,79,5,86,1,2,66,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
13,69,7,73,1,2,62,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
34,68,7,67,0,2,67,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
29,77,10,91,2,4,70,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0
24,90,8,99,0,3,72,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0
20,84,6,61,3,2,69,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1
19,88,8,94,1,3,70,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1
14,71,4,77,0,3,64,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0
20,79,7,72,1,3,65,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1
22,62,7,95,2,2,66,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1
13,93,6,96,2,3,68,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
22,100,7,64,2,3,72,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0
19,76,6,68,2,3,65,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0
9,60,6,93,3,2,60,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0
15,67,8,75,0,4,63,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
18,86,9,64,3,3,66,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
31,84,8,98,1,4,73,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0
23,92,6,61,4,4,71,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1
12,70,6,81,1,2,59,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
23,91,6,71,5,3,70,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0
11,88,7,73,1,3,63,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0
26,73,6,55,1,4,67,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1
17,82,9,63,2,2,65,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1
19,66,7,58,5,4,64,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0
28,78,8,87,2,2,71,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1
12,95,5,85,2,2,70,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1
12,77,6,90,2,2,63,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
16,94,8,85,3,2,68,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0
26,84,8,56,1,2,67,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
11,68,5,99,1,4,66,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0
3,83,7,59,2,5,63,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
17,80,7,68,0,5,65,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
23,76,6,85,2,3,66,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1
27,65,8,57,2,4,65,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0
17,77,5,59,2,4,65,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1
18,63,6,94,2,2,63,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1
27,64,8,67,0,3,65,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1
9,77,7,83,1,4,62,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1
18,72,7,93,1,3,66,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
21,97,7,99,1,3,71,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0
23,75,8,61,2,2,64,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
17,90,8,56,0,4,67,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
20,81,8,87,1,3,68,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1
5,88,7,59,3,3,63,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
16,70,6,79,0,3,64,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,98,6,77,1,1,74,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0
14,81,5,78,2,4,68,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
20,93,6,82,1,3,68,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0
23,75,6,93,2,3,69,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0
18,64,9,64,4,4,61,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1
21,87,5,78,1,2,69,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
14,60,9,67,3,3,61,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
19,79,7,66,3,3,67,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1
24,68,7,51,0,4,63,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0
21,85,8,80,3,3,68,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0
16,99,5,99,0,5,68,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
21,79,6,88,2,1,67,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1
24,93,5,62,1,3,69,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
8,80,6,86,2,3,64,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1
27,80,6,65,1,4,67,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1
18,97,9,88,1,3,70,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0
23,96,6,93,5,4,72,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0
27,91,4,67,1,2,71,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
12,72,6,50,1,3,62,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1
16,82,8,65,2,5,67,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1
18,69,9,60,3,2,64,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
15,78,7,81,0,2,64,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1
30,79,6,65,1,4,70,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0
15,93,7,52,3,5,68,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
17,96,8,77,1,3,70,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0
21,77,5,94,1,3,65,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
13,61,7,73,2,2,59,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0
18,94,7,69,1,2,69,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0
22,67,7,59,2,3,67,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1
18,85,7,69,2,4,68,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1
19,61,6,67,1,1,62,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1
17,76,8,100,0,4,65,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
11,99,7,52,0,5,69,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,64,7,62,3,4,65,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0
31,77,5,53,1,2,68,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0
20,72,8,93,4,2,68,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1
21,96,6,71,3,3,71,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
24,95,9,90,3,4,71,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1
12,70,5,85,1,3,66,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
30,63,8,96,4,3,71,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0
21,85,4,51,2,3,66,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0
30,73,4,60,0,4,66,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0
16,87,6,85,2,1,69,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
31,61,4,79,0,3,65,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0
25,65,8,85,2,3,66,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0
23,87,7,79,2,2,67,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1
21,68,9,79,1,4,66,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
19,94,7,97,0,3,69,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0
27,62,7,96,2,4,66,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1
21,69,7,52,0,3,64,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1
8,100,6,71,0,2,70,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0
13,77,6,76,1,4,62,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
19,88,5,68,1,5,67,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1
22,67,8,52,1,2,60,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0
20,84,7,74,1,3,66,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
27,89,7,99,0,2,72,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
8,73,10,54,2,3,63,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1
21,93,6,91,1,3,69,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1
9,84,7,60,1,3,66,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
25,76,7,79,2,2,69,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1
19,82,9,69,2,3,68,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
23,83,7,67,3,4,66,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0
15,67,7,94,0,2,63,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
28,76,10,99,1,3,70,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1
26,74,6,69,2,4,68,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1
24,76,7,82,2,4,68,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1
19,90,8,78,1,3,67,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1
23,79,6,54,1,1,67,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1
16,98,8,52,3,3,69,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
25,72,6,89,3,5,68,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1
30,77,9,70,0,1,67,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
26,91,8,65,0,2,70,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
16,82,7,99,3,3,70,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1
22,82,5,54,2,2,66,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1
12,62,6,63,0,2,61,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1
23,76,7,93,2,2,68,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1
23,71,8,71,1,2,64,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0
9,100,7,79,1,2,66,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1
13,72,8,52,3,4,65,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
18,95,8,96,3,6,73,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1
18,87,8,57,3,4,66,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1
13,74,7,61,2,3,65,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1
22,82,7,58,0,4,68,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1
22,94,7,75,0,3,69,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1
19,95,6,91,1,4,72,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1
15,66,9,63,3,3,63,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1
26,74,8,57,0,1,65,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1
30,73,9,70,0,4,69,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
17,62,6,99,2,3,62,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
16,84,8,51,0,3,66,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0
23,94,9,75,3,2,69,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0
18,75,9,83,2,4,67,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0
19,90,5,90,0,2,94,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
24,85,7,87,2,2,71,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
9,75,7,54,2,4,61,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0
28,66,9,73,2,2,68,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1
20,88,4,54,0,4,66,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1
18,94,5,81,0,5,71,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0
19,87,9,54,3,4,66,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
20,61,6,52,2,2,60,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1
10,69,5,65,0,3,60,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
29,63,9,97,3,3,66,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
20,83,5,85,1,2,67,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
23,90,9,50,4,3,67,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
26,64,5,64,2,1,64,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1
14,94,5,51,0,3,66,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1
23,82,7,65,1,3,68,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
18,88,6,84,1,3,70,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0
25,99,7,88,3,4,75,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
7,63,10,90,0,2,86,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1
19,96,7,95,3,3,73,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
